Reading,Hour,Barometric,Capacitive,Piezoelectric,Resonant,AvgPressure,ActualPressure,PressureTrend,Humidity,WindSpeed,AnimalActivity,Status
506,1,1033.27,1028.93,1028.55,1038.68,1032.36,1023.77,-3.63,38.30,5.83,0,High Pressure System
507,2,1034.39,1044.53,1030.18,1039.91,1037.25,1024.10,1.26,37.78,23.72,0,High Pressure System
508,3,1036.53,1045.52,1030.95,1040.67,1038.42,1024.76,2.43,41.45,8.78,0,High Pressure System
509,4,1035.41,1046.26,1030.59,1040.71,1038.24,1025.39,2.25,39.52,18.53,0,High Pressure System
510,5,1035.43,1046.29,1031.13,1041.21,1038.51,1025.73,2.52,54.74,25.40,0,High Pressure System
511,6,1035.36,1046.62,1031.94,1040.92,1038.71,1025.72,2.72,55.69,7.37,0,High Pressure System
512,7,1035.77,1046.50,1034.30,1041.18,1039.44,1025.65,3.45,49.79,6.27,0,High Pressure System
513,8,1035.53,1044.90,1031.52,1040.50,1038.11,1025.06,2.12,54.42,11.32,0,High Pressure System
514,9,1036.06,1044.29,1029.79,1040.34,1037.62,1024.52,1.63,61.97,24.55,0,High Pressure System
515,10,1034.69,1044.91,1029.69,1039.40,1037.17,1024.93,1.18,56.44,4.53,0,High Pressure System
516,11,1033.43,1044.77,1029.37,1038.43,1036.50,1024.20,0.51,65.84,12.63,0,High Pressure System
517,12,1033.16,1042.67,1029.20,1037.85,1035.72,1008.70,-0.27,61.42,20.28,0,High Pressure System
518,13,1033.09,1042.60,1028.37,1038.27,1035.58,1022.11,-0.41,66.63,14.75,0,High Pressure System
519,14,1033.46,1042.38,1026.47,1037.00,1034.83,1022.07,-1.16,62.91,18.87,0,High Pressure System
520,15,1029.78,1041.32,1024.98,1036.05,1033.03,1021.55,-2.96,68.16,19.04,0,High Pressure System
521,16,1030.35,1027.82,1026.33,1035.69,1030.05,1021.00,-5.94,68.77,20.51,1,High Pressure System
522,17,1030.54,1040.05,1025.47,1036.05,1033.03,1020.30,-2.96,50.67,0.37,0,High Pressure System
523,18,1030.23,1040.66,1024.08,1035.30,1032.57,1020.04,-3.42,57.12,12.43,0,High Pressure System
524,19,1028.60,1039.39,1025.54,1034.93,1032.12,1019.68,-3.87,46.01,0.00,0,High Pressure System
525,20,1031.53,1039.96,1023.64,1035.01,1032.54,1019.92,-3.46,46.03,0.70,0,High Pressure System
526,21,1029.99,1040.29,1023.35,1034.64,1032.07,1019.46,-3.92,48.14,11.35,0,High Pressure System
527,22,1029.07,1039.95,1023.04,1034.76,1031.70,1019.44,-4.29,51.37,13.78,0,High Pressure System
528,23,1024.67,1040.01,1025.25,1034.44,1031.09,1019.55,-4.90,40.31,2.35,0,High Pressure System
529,0,1030.33,1040.25,1025.69,1039.24,1033.88,1019.51,0.00,39.03,24.69,0,High Pressure System
530,1,1030.12,1039.98,1025.36,1035.14,1032.65,1019.51,-1.23,49.14,14.41,0,High Pressure System
531,2,1029.79,1040.95,1025.75,1034.43,1032.73,1019.29,-1.15,41.38,3.63,0,High Pressure System
532,3,1029.93,1040.28,1023.95,1034.88,1032.26,1020.03,-1.62,41.30,10.45,0,High Pressure System
533,4,1028.89,1040.27,1025.44,1035.21,1032.45,1019.92,-1.42,52.00,26.83,0,High Pressure System
534,5,1030.04,1039.22,1024.75,1034.94,1032.24,1019.32,-1.64,45.60,9.25,0,High Pressure System
535,6,1029.16,1039.83,1022.71,1034.53,1031.56,1018.83,-2.32,52.32,19.36,0,High Pressure System
536,7,1028.88,1038.27,1022.65,1033.74,1030.89,1018.44,-2.99,57.73,14.55,0,High Pressure System
537,8,1026.99,1038.51,1021.14,1032.85,1029.87,1017.70,-4.01,62.49,6.93,0,Normal
538,9,1027.45,1036.40,1022.10,1031.67,1029.40,1016.61,-4.48,60.70,12.62,0,Normal
539,10,1026.42,1035.81,1020.92,1031.56,1028.68,1015.44,-5.20,68.08,15.21,1,Possible Animal Activity
540,11,1025.49,1036.22,1018.90,1029.92,1027.64,1014.72,-6.24,66.64,23.94,1,Possible Animal Activity
541,12,1023.05,1033.67,1018.70,1029.61,1026.26,1014.06,-7.62,70.43,12.93,1,Rapid Pressure Drop
542,13,1023.35,1033.15,1017.37,1028.18,1025.51,1016.09,-8.37,66.35,10.65,1,Rapid Pressure Drop
543,14,1022.73,1032.03,1015.76,1027.62,1024.54,1011.26,-9.34,76.99,9.50,1,Rapid Pressure Drop
544,15,1020.13,1031.15,1015.98,1025.72,1023.25,1011.15,-10.63,67.68,9.25,1,Rapid Pressure Drop
545,16,1019.34,1029.54,1015.61,1025.02,1022.38,1010.25,-11.50,65.97,20.39,1,Rapid Pressure Drop
546,17,1024.41,1030.68,1014.96,1025.11,1023.79,1009.23,-10.09,59.44,4.45,1,Rapid Pressure Drop
547,18,1018.34,1028.32,1013.69,1022.92,1020.82,1008.74,-13.06,66.27,19.08,1,Rapid Pressure Drop
548,19,1018.31,1029.44,1011.87,1023.13,1020.69,1008.52,-13.19,62.77,0.05,1,Rapid Pressure Drop
549,20,1017.75,1027.79,1012.94,1023.06,1020.39,1007.84,-13.49,60.26,11.56,1,Rapid Pressure Drop
550,21,1019.05,1028.99,1011.94,1023.26,1020.81,1008.14,-13.07,52.32,14.69,1,Rapid Pressure Drop
551,22,1018.68,1028.51,1013.58,1022.69,1020.86,1008.22,-13.01,51.71,8.07,1,Rapid Pressure Drop
552,23,1017.64,1027.96,1013.61,1023.05,1020.57,1007.37,-13.31,59.55,18.47,1,Rapid Pressure Drop
553,0,1018.46,1027.81,1012.26,1022.73,1020.32,1007.87,0.00,58.74,18.80,0,Normal
554,1,1017.20,1028.08,1012.15,1023.14,1020.14,1007.83,-0.17,55.84,22.02,0,Normal
555,2,1017.38,1028.26,1014.07,1023.91,1020.91,1007.94,0.59,63.13,5.21,0,Normal
556,3,1017.65,1028.10,1013.06,1024.00,1020.70,1008.08,0.39,62.08,6.98,0,Normal
557,4,1017.00,1027.17,1013.02,1023.95,1020.29,1007.99,-0.03,65.52,22.64,0,Normal
558,5,1018.19,1028.21,1013.52,1023.20,1020.78,1007.62,0.46,61.46,19.84,0,Normal
559,6,1017.07,1028.16,1013.82,1023.30,1020.59,1007.24,0.27,62.64,29.18,0,Normal
560,7,1016.98,1027.67,1011.14,1023.18,1019.74,1007.56,-0.58,74.67,9.85,0,Normal
561,8,1016.14,1026.00,1012.82,1022.36,1019.33,1006.91,-0.98,68.41,15.25,0,Normal
562,9,1016.01,1026.79,1010.61,1021.28,1018.67,1006.28,-1.64,74.31,8.62,0,Normal
563,10,1015.67,1025.54,1010.05,1020.48,1017.93,1005.53,-2.38,77.00,3.67,0,Normal
564,11,1016.17,1025.51,1011.10,1020.86,1018.41,1005.46,-1.91,76.98,5.16,0,Normal
565,12,1013.92,1023.37,1010.58,1018.93,1016.70,1003.93,-3.62,82.47,24.59,0,Normal
566,13,1013.12,1023.75,1009.19,1018.10,1016.04,1004.02,-4.28,71.60,20.76,0,Normal
567,14,1013.00,1023.31,1008.71,1017.88,1015.72,1003.13,-4.59,78.31,15.40,0,Normal
568,15,1012.30,1022.54,1008.44,1018.13,1015.35,1002.10,-4.96,70.63,8.82,0,Normal
569,16,1012.65,1021.40,1005.64,1017.31,1014.25,1002.34,-6.07,73.02,20.49,1,Possible Animal Activity
570,17,1011.86,1021.74,1008.11,1016.77,1014.62,1001.95,-5.70,75.54,4.69,1,Possible Animal Activity
571,18,1012.35,1021.33,1007.45,1016.95,1014.52,1001.83,-5.80,71.75,16.11,1,Rapid Pressure Drop
572,19,1012.51,1022.62,1005.66,1016.61,1014.35,1001.85,-5.96,69.99,0.49,1,Rapid Pressure Drop
573,20,1011.10,1022.50,1005.81,1017.18,1014.15,1001.92,-6.17,67.59,10.24,1,Rapid Pressure Drop
574,21,1011.58,1021.55,1008.18,1017.88,1014.80,1002.13,-5.52,66.64,20.04,1,Rapid Pressure Drop
575,22,1013.52,1023.48,1007.39,1018.07,1015.62,1002.91,-4.70,63.02,17.52,0,Normal
576,23,1013.96,1023.10,1007.93,1019.47,1016.11,1004.12,-4.20,61.65,18.84,0,Normal
577,0,1014.78,1025.38,1009.66,1023.38,1018.30,1004.17,0.00,60.27,4.03,0,Normal
578,1,1014.83,1024.59,1008.72,1025.24,1018.35,1005.19,0.05,53.90,10.61,0,Normal
579,2,1016.29,1025.94,1009.40,1024.08,1018.93,1005.79,0.63,62.83,9.37,0,Normal
580,3,1016.85,1025.82,1010.82,1020.88,1018.59,1006.06,0.29,66.08,9.77,0,Normal
581,4,1016.23,1027.47,1012.83,1022.37,1019.72,1006.66,1.43,64.61,19.52,0,Normal
582,5,1017.67,1027.98,1012.98,1023.27,1020.48,1007.72,2.18,55.98,21.32,0,Normal
583,6,1017.91,1027.01,1012.21,1022.78,1019.98,1007.70,1.68,67.72,18.66,0,Normal
584,7,1017.89,1027.77,1012.77,1023.55,1020.50,1007.60,2.20,67.39,26.42,0,Normal
585,8,1018.11,1028.21,1012.50,1022.99,1020.45,1008.02,2.15,75.44,11.50,0,Normal
586,9,1014.67,1028.73,1012.51,1023.28,1019.80,1008.36,1.50,69.71,10.71,0,Normal
587,10,1017.07,1028.22,1013.31,1023.53,1020.53,1008.39,2.23,72.73,25.28,0,Normal
588,11,1017.20,1028.68,1013.72,1022.91,1020.63,1008.09,2.33,74.78,10.82,0,Normal
589,12,1017.89,1028.09,1011.70,1023.17,1020.21,1008.07,1.91,82.31,21.17,0,Normal
590,13,1017.18,1028.31,1014.24,1023.35,1020.77,1007.92,2.47,77.69,0.00,0,Normal
591,14,1018.99,1027.56,1012.62,1022.84,1020.50,1007.50,2.21,68.17,16.68,0,Normal
592,15,1018.78,1028.20,1012.92,1022.63,1020.63,1008.07,2.33,69.12,18.49,0,Normal
593,16,1018.13,1028.56,1013.22,1022.35,1020.56,1008.28,2.27,70.22,19.91,0,Normal
594,17,1018.71,1028.97,1013.60,1022.99,1021.07,1008.80,2.77,71.45,2.71,0,Normal
595,18,1018.81,1022.16,1014.14,1023.60,1019.68,1008.67,1.38,64.16,0.00,0,Normal
596,19,1019.50,1028.79,1014.07,1024.64,1021.75,1009.39,3.45,68.86,20.10,0,Normal
597,20,1020.14,1031.04,1015.14,1025.07,1022.85,1009.62,4.55,62.61,4.01,0,Normal
598,21,1020.60,1030.06,1015.95,1025.98,1023.15,1010.62,4.85,60.93,11.53,0,Normal
599,22,1021.01,1031.89,1017.61,1026.80,1024.33,1011.49,6.03,57.34,6.88,0,Normal
600,23,1023.34,1032.76,1017.18,1027.57,1025.21,1012.90,6.91,58.90,23.47,0,Normal
601,0,1023.80,1033.23,1018.91,1028.32,1026.07,1014.20,0.00,45.97,13.99,0,Normal
602,1,1024.73,1034.62,1020.48,1030.49,1027.58,1014.47,1.51,53.35,20.83,0,Normal
603,2,1026.22,1035.08,1020.49,1031.36,1028.29,1016.60,2.22,56.15,8.18,0,Normal
604,3,1026.28,1037.36,1022.12,1032.26,1029.50,1017.27,3.44,45.99,24.53,0,Normal
605,4,1027.68,1038.66,1022.21,1032.31,1030.21,1017.43,4.15,47.46,19.70,0,High Pressure System
606,5,1028.41,1038.24,1024.25,1033.77,1031.17,1018.55,5.10,46.28,11.99,0,High Pressure System
607,6,1030.57,1038.81,1023.16,1034.28,1031.70,1019.33,5.64,61.59,8.41,0,High Pressure System
608,7,1029.67,1039.94,1024.06,1034.20,1031.97,1019.82,5.90,55.96,20.38,0,High Pressure System
609,8,1029.10,1038.91,1025.71,1034.82,1032.14,1019.56,6.07,57.94,29.29,0,High Pressure System
610,9,1030.45,1039.98,1025.91,1034.59,1032.73,1019.70,6.67,58.68,27.14,0,High Pressure System
611,10,1029.88,1040.67,1024.56,1035.45,1032.64,1020.13,6.57,60.51,7.19,0,High Pressure System
612,11,1030.53,1040.58,1024.48,1034.95,1032.64,1019.60,6.57,60.81,4.56,0,High Pressure System
613,12,1028.84,1029.51,1024.00,1034.81,1029.29,1019.85,3.22,69.07,19.63,0,Normal
614,13,1030.14,1044.73,1023.51,1034.79,1033.29,1019.71,7.23,66.38,10.16,0,High Pressure System
615,14,1029.98,1040.31,1025.56,1034.94,1032.70,1019.70,6.63,59.11,2.84,0,High Pressure System
616,15,1029.39,1040.27,1023.46,1034.81,1031.98,1019.90,5.92,59.92,20.93,0,High Pressure System
617,16,1029.22,1040.53,1025.93,1034.44,1032.53,1019.48,6.46,60.66,13.07,0,High Pressure System
618,17,1029.62,1039.46,1023.45,1036.83,1032.34,1020.04,6.27,61.37,0.30,0,High Pressure System
619,18,1029.52,1041.42,1024.23,1034.31,1032.37,1019.57,6.30,60.07,0.00,0,High Pressure System
620,19,1030.52,1040.48,1026.94,1035.64,1033.40,1020.54,7.33,45.51,18.29,0,High Pressure System
621,20,1030.95,1040.85,1026.20,1036.24,1033.56,1020.98,7.50,54.94,11.03,0,High Pressure System
622,21,1030.83,1041.26,1025.78,1037.15,1033.76,1021.48,7.69,40.90,2.49,0,High Pressure System
623,22,1032.68,1042.33,1025.62,1036.77,1034.35,1022.20,8.28,40.85,0.00,0,High Pressure System
624,23,1032.91,1043.56,1028.49,1038.17,1035.78,1023.03,9.71,43.58,0.00,0,High Pressure System
625,0,1031.88,1044.28,1018.73,1038.25,1033.28,1023.66,0.00,48.21,18.21,0,High Pressure System
626,1,1034.72,1044.85,1029.41,1043.97,1038.24,1023.78,4.95,35.74,22.08,0,High Pressure System
627,2,1036.09,1044.25,1028.52,1040.31,1037.29,1024.70,4.01,37.45,16.84,0,High Pressure System
628,3,1035.68,1046.27,1031.03,1040.46,1038.36,1024.76,5.08,43.90,9.89,0,High Pressure System
629,4,1034.92,1045.96,1031.39,1040.65,1038.23,1026.04,4.95,40.42,25.94,0,High Pressure System
630,5,1036.36,1046.70,1029.35,1041.29,1038.43,1025.97,5.14,42.00,6.66,0,High Pressure System
631,6,1036.00,1045.40,1031.65,1041.18,1038.56,1027.29,5.28,43.15,13.24,0,High Pressure System
632,7,1035.20,1045.64,1032.52,1040.76,1038.53,1025.89,5.24,55.90,14.01,0,High Pressure System
633,8,1036.39,1045.49,1029.94,1041.21,1038.26,1025.41,4.97,59.66,14.87,0,High Pressure System
634,9,1035.04,1046.18,1030.98,1040.63,1038.21,1025.60,4.93,57.03,25.85,0,High Pressure System
635,10,1033.63,1045.92,1029.19,1039.83,1037.14,1024.18,3.86,63.73,23.84,0,High Pressure System
636,11,1034.92,1045.17,1030.03,1039.56,1037.42,1023.87,4.14,60.90,18.23,0,High Pressure System
637,12,1033.42,1043.18,1027.96,1038.70,1035.81,1023.48,2.53,64.92,16.50,0,High Pressure System
638,13,1033.68,1044.27,1027.79,1037.60,1035.84,1023.08,2.55,58.70,14.88,0,High Pressure System
639,14,1032.73,1042.60,1026.96,1037.30,1034.90,1022.07,1.61,64.53,13.91,0,High Pressure System
640,15,1031.40,1042.27,1027.29,1036.72,1034.42,1021.33,1.14,62.33,9.14,0,High Pressure System
641,16,1032.35,1040.73,1027.59,1035.78,1034.11,1021.78,0.83,66.11,10.93,0,High Pressure System
642,17,1030.00,1041.26,1025.79,1035.61,1033.17,1020.00,-0.12,57.63,4.96,0,High Pressure System
643,18,1031.28,1041.16,1025.07,1034.89,1033.10,1019.77,-0.19,52.75,16.57,0,High Pressure System
644,19,1030.51,1040.48,1024.37,1034.82,1032.54,1019.30,-0.74,58.30,6.67,0,High Pressure System
645,20,1030.43,1040.86,1026.19,1034.61,1033.02,1019.58,-0.26,48.82,2.36,0,High Pressure System
646,21,1029.81,1042.85,1025.54,1034.90,1033.28,1019.65,-0.01,43.52,0.05,0,High Pressure System
647,22,1030.28,1039.66,1025.30,1036.71,1032.99,1019.58,-0.30,47.75,0.00,0,High Pressure System
648,23,1030.58,1041.32,1025.27,1035.16,1033.08,1019.74,-0.20,39.24,18.11,0,High Pressure System
649,0,1029.62,1040.33,1024.13,1034.77,1032.21,1019.94,0.00,48.34,18.47,0,High Pressure System
650,1,1030.89,1040.41,1026.45,1035.02,1033.19,1019.49,0.98,39.78,10.87,0,High Pressure System
651,2,1029.40,1040.34,1026.57,1035.16,1032.87,1019.44,0.66,41.92,5.10,0,High Pressure System
652,3,1030.34,1040.37,1025.12,1034.64,1032.62,1020.00,0.40,41.60,23.91,0,High Pressure System
653,4,1030.34,1039.78,1025.68,1034.20,1032.50,1019.80,0.29,51.04,18.62,0,High Pressure System
654,5,1029.88,1039.13,1024.97,1035.27,1032.31,1019.06,0.10,48.82,9.75,0,High Pressure System
655,6,1029.72,1037.99,1024.05,1035.09,1031.71,1018.71,-0.50,56.69,29.54,0,High Pressure System
656,7,1029.26,1038.53,1023.67,1034.32,1031.44,1018.59,-0.77,64.76,24.87,0,High Pressure System
657,8,1028.07,1038.42,1021.70,1033.01,1030.30,1017.32,-1.91,54.96,23.13,0,High Pressure System
658,9,1027.49,1038.09,1021.79,1032.08,1029.86,1016.70,-2.35,70.43,20.69,0,Normal
659,10,1025.91,1039.66,1020.21,1031.33,1029.28,1015.86,-2.93,64.47,4.73,0,Normal
660,11,1025.33,1035.39,1020.68,1030.39,1027.95,1014.70,-4.26,64.37,13.25,0,Normal
661,12,1023.10,1033.39,1018.75,1029.29,1026.13,1014.25,-6.08,64.95,20.06,1,Possible Animal Activity
662,13,1023.59,1033.16,1017.97,1028.24,1025.74,1013.12,-6.47,71.24,17.54,1,Possible Animal Activity
663,14,1021.97,1032.05,1016.37,1026.42,1024.20,1012.21,-8.01,68.19,18.00,1,Rapid Pressure Drop
664,15,1020.63,1031.13,1015.37,1026.18,1023.33,1010.97,-8.88,74.90,19.37,1,Rapid Pressure Drop
665,16,1019.49,1030.44,1016.11,1025.25,1022.82,1010.60,-9.39,62.08,0.00,1,Rapid Pressure Drop
666,17,1019.46,1029.15,1014.78,1025.09,1022.12,1009.14,-10.09,72.33,13.16,1,Rapid Pressure Drop
667,18,1017.72,1028.66,1014.93,1024.02,1021.33,1008.62,-10.88,71.19,19.95,1,Rapid Pressure Drop
668,19,1018.20,1028.13,1012.62,1023.56,1020.63,1008.13,-11.58,69.57,12.63,1,Rapid Pressure Drop
669,20,1018.85,1028.03,1013.52,1023.63,1021.01,1007.99,-11.21,64.89,1.37,1,Rapid Pressure Drop
670,21,1019.08,1028.65,1012.84,1022.81,1020.85,1007.90,-11.37,60.97,0.66,1,Rapid Pressure Drop
671,22,1018.12,1027.17,1015.54,1023.14,1020.99,1007.97,-11.22,56.22,17.95,1,Rapid Pressure Drop
672,23,1017.39,1027.13,1012.15,1022.82,1019.87,1009.48,-12.34,57.83,10.17,1,Rapid Pressure Drop
673,0,1018.27,1028.08,1012.98,1023.82,1020.79,1008.36,0.00,61.40,12.56,0,Normal
674,1,1018.57,1028.11,1013.66,1023.54,1020.97,1008.08,0.18,52.55,23.54,0,Normal
675,2,1018.54,1027.81,1013.18,1022.77,1020.58,1008.46,-0.21,63.77,17.97,0,Normal
676,3,1017.23,1026.36,1013.26,1023.68,1020.13,1007.88,-0.66,58.70,16.96,0,Normal
677,4,1018.67,1027.80,1012.58,1023.91,1020.74,1008.42,-0.05,59.86,15.43,0,Normal
678,5,1018.16,1028.37,1012.32,1022.96,1020.45,1008.33,-0.34,60.47,9.22,0,Normal
679,6,1018.31,1027.97,1011.54,1022.88,1020.18,1007.69,-0.61,62.59,27.72,0,Normal
680,7,1016.67,1026.69,1012.00,1022.88,1019.56,1007.60,-1.23,69.52,24.61,0,Normal
681,8,1015.79,1025.96,1013.35,1021.56,1019.17,1007.30,-1.62,70.79,18.47,0,Normal
682,9,1016.65,1026.69,1010.58,1022.23,1019.04,1006.23,-1.75,75.30,8.46,0,Normal
683,10,1016.01,1025.93,1010.03,1021.01,1018.25,1006.17,-2.54,68.55,14.86,0,Normal
684,11,1015.78,1024.55,1010.84,1020.24,1017.85,1005.38,-2.94,72.02,19.75,0,Normal
685,12,1013.43,1024.41,1008.32,1018.63,1016.20,1004.70,-4.59,74.09,7.62,0,Normal
686,13,1016.06,1022.84,1009.72,1018.80,1016.86,1004.36,-3.94,71.10,15.58,0,Normal
687,14,1016.65,1023.16,1007.16,1017.45,1016.11,1003.34,-4.68,78.83,0.00,0,Normal
688,15,1012.04,1023.57,1008.26,1017.81,1015.42,1002.88,-5.37,78.97,0.00,1,Possible Animal Activity
689,16,1011.43,1022.29,1006.89,1017.25,1014.47,1001.83,-6.33,75.71,6.05,1,Possible Animal Activity
690,17,1011.88,1021.39,1007.38,1016.67,1014.33,1002.06,-6.46,67.93,7.74,1,Rapid Pressure Drop
691,18,1012.38,1022.96,1006.16,1017.06,1014.64,1002.19,-6.15,63.19,7.87,1,Rapid Pressure Drop
692,19,1011.40,1021.71,1006.13,1017.73,1014.24,1002.28,-6.55,64.01,12.89,1,Rapid Pressure Drop
693,20,1013.25,1022.60,1008.38,1016.64,1015.21,1001.96,-5.58,66.32,0.00,1,Rapid Pressure Drop
694,21,1013.46,1022.12,1007.92,1017.58,1015.27,1002.54,-5.52,67.81,0.02,1,Rapid Pressure Drop
695,22,1013.23,1022.92,1007.30,1017.75,1015.30,1007.68,-5.49,62.31,13.76,1,Rapid Pressure Drop
696,23,1012.80,1023.31,1013.39,1018.82,1017.08,1003.62,-3.71,61.54,12.73,0,Normal
697,0,1014.49,1025.33,1009.69,1018.94,1017.11,1004.58,0.00,59.07,10.94,0,Normal
698,1,1015.58,1026.14,1009.23,1020.39,1017.84,1004.85,0.72,56.90,15.72,0,Normal
699,2,1015.51,1025.59,1010.82,1021.26,1018.30,1005.90,1.18,63.89,12.53,0,Normal
700,3,1016.66,1026.64,1013.15,1022.08,1019.63,1006.34,2.52,59.29,25.53,0,Normal
701,4,1016.86,1026.93,1011.28,1022.02,1019.27,1007.13,2.16,59.64,8.24,0,Normal
702,5,1018.79,1027.64,1012.14,1023.27,1020.46,1007.73,3.35,67.46,9.19,0,Normal
703,6,1018.29,1028.01,1013.10,1023.10,1020.63,1008.20,3.51,68.11,12.51,0,Normal
704,7,1018.84,1027.71,1014.03,1023.28,1020.97,1008.35,3.85,68.46,28.57,0,Normal
705,8,1016.50,1028.98,1013.95,1022.93,1020.59,1007.83,3.48,69.99,22.37,0,Normal
706,9,1018.26,1027.33,1012.59,1023.07,1020.31,1007.82,3.20,76.06,19.63,0,Normal
707,10,1018.24,1029.09,1013.48,1023.09,1020.97,1008.62,3.86,77.82,14.23,0,Normal
708,11,1017.94,1029.42,1014.12,1023.26,1021.18,1008.28,4.07,81.18,13.97,0,Normal
709,12,1017.55,1029.22,1012.65,1023.00,1020.60,1008.06,3.49,68.43,15.79,0,Normal
710,13,1017.69,1027.84,1013.24,1023.05,1020.45,1007.51,3.34,74.57,21.34,0,Normal
711,14,1017.82,1028.47,1014.11,1022.34,1020.68,1008.86,3.57,74.00,19.19,0,Normal
712,15,1019.41,1028.84,1013.44,1023.94,1021.41,1007.57,4.30,67.24,21.04,0,Normal
713,16,1017.97,1027.76,1013.86,1022.95,1020.64,1008.46,3.52,66.90,16.20,0,Normal
714,17,1018.09,1028.97,1013.64,1023.76,1021.12,1008.26,4.00,69.92,0.00,0,Normal
715,18,1019.18,1029.12,1015.35,1023.95,1021.90,1009.31,4.79,62.27,2.50,0,Normal
716,19,1019.76,1030.58,1013.28,1024.62,1022.06,1009.41,4.95,62.64,6.63,0,Normal
717,20,1019.94,1030.73,1014.68,1025.56,1022.73,1010.01,5.61,62.58,11.27,0,Normal
718,21,1021.70,1031.73,1015.95,1026.58,1023.99,1011.29,6.88,60.96,10.68,0,Normal
719,22,1022.34,1032.56,1017.11,1027.68,1024.92,1012.33,7.81,50.88,7.35,0,Normal
720,23,1022.80,1033.87,1018.40,1028.35,1025.85,1013.20,8.74,49.52,2.60,0,Normal
721,0,1024.06,1034.94,1019.72,1028.84,1026.89,1014.10,0.00,56.35,12.29,0,Normal
722,1,1025.53,1039.45,1021.49,1029.93,1029.10,1015.49,2.21,50.91,13.20,0,Normal
723,2,1025.97,1037.11,1021.34,1030.45,1028.72,1015.72,1.83,44.47,13.87,0,Normal
724,3,1016.49,1038.53,1023.47,1031.63,1027.53,1017.20,0.64,53.90,7.84,0,Normal
725,4,1028.00,1037.75,1023.63,1033.05,1030.61,1017.97,3.72,47.42,15.20,0,High Pressure System
726,5,1027.97,1038.94,1022.99,1033.75,1030.91,1020.07,4.02,55.99,22.90,0,High Pressure System
727,6,1029.32,1039.20,1024.37,1034.75,1031.91,1018.67,5.02,61.84,5.79,0,High Pressure System
728,7,1029.32,1040.77,1023.31,1034.31,1031.93,1019.15,5.03,64.16,12.51,0,High Pressure System
729,8,1030.52,1040.42,1025.33,1035.07,1032.83,1019.82,5.94,56.05,25.67,0,High Pressure System
730,9,1029.57,1040.44,1025.59,1036.16,1032.94,1019.92,6.05,66.18,15.48,0,High Pressure System
731,10,1029.65,1040.48,1025.34,1035.36,1032.71,1020.22,5.82,65.74,5.31,0,High Pressure System
732,11,1029.80,1040.66,1024.74,1035.50,1032.68,1020.10,5.79,62.14,12.37,0,High Pressure System
733,12,1030.32,1039.85,1024.52,1035.46,1032.54,1019.68,5.65,68.02,13.14,0,High Pressure System
734,13,1029.21,1040.79,1024.90,1034.89,1032.44,1019.50,5.55,69.20,1.29,0,High Pressure System
735,14,1029.96,1040.56,1023.89,1035.73,1032.54,1020.03,5.65,66.23,19.97,0,High Pressure System
736,15,1030.84,1040.32,1025.36,1035.43,1032.99,1019.81,6.10,63.92,8.01,0,High Pressure System
737,16,1029.89,1040.84,1023.63,1035.33,1032.42,1019.62,5.53,59.01,1.52,0,High Pressure System
738,17,1030.29,1040.42,1024.72,1034.84,1032.57,1019.57,5.68,53.02,0.00,0,High Pressure System
739,18,1030.64,1041.04,1023.95,1035.77,1032.85,1020.19,5.96,58.75,4.73,0,High Pressure System
740,19,1030.67,1041.48,1024.94,1036.03,1033.28,1020.85,6.39,45.76,0.00,0,High Pressure System
741,20,1031.80,1041.83,1027.34,1036.14,1034.28,1020.78,7.39,50.92,7.43,0,High Pressure System
742,21,1031.96,1042.71,1025.86,1037.45,1034.49,1021.57,7.60,51.72,6.77,0,High Pressure System
743,22,1032.25,1042.43,1026.97,1037.04,1034.67,1022.24,7.78,42.22,15.21,0,High Pressure System
744,23,1031.98,1042.28,1028.96,1038.55,1035.44,1022.80,8.55,49.54,14.58,0,High Pressure System
745,0,1033.04,1043.00,1028.53,1039.36,1035.98,1023.06,0.00,46.80,12.50,0,High Pressure System
746,1,1035.28,1044.71,1028.67,1042.21,1037.72,1023.70,1.74,35.72,20.40,0,High Pressure System
747,2,1034.82,1045.57,1030.60,1039.59,1037.65,1025.18,1.67,40.15,3.82,0,High Pressure System
748,3,1035.45,1045.77,1031.16,1040.53,1038.23,1025.01,2.25,48.46,15.32,0,High Pressure System
749,4,1036.18,1046.46,1030.94,1040.97,1038.64,1026.12,2.66,39.99,11.99,0,High Pressure System
750,5,1039.35,1046.77,1030.15,1041.39,1039.42,1025.54,3.44,46.62,26.37,0,High Pressure System
751,6,1036.81,1046.32,1032.02,1040.91,1039.01,1026.09,3.03,53.54,15.52,0,High Pressure System
752,7,1035.71,1047.30,1030.63,1041.12,1038.69,1025.88,2.71,52.39,25.27,0,High Pressure System
753,8,1037.16,1045.51,1031.94,1040.81,1038.85,1025.81,2.87,53.27,9.34,0,High Pressure System
754,9,1035.44,1045.61,1029.50,1040.41,1037.74,1025.60,1.76,56.64,4.36,0,High Pressure System
755,10,1034.60,1044.29,1030.48,1040.15,1037.38,1025.02,1.40,65.00,20.45,0,High Pressure System
756,11,1034.69,1044.51,1029.44,1039.34,1037.00,1024.06,1.02,60.47,6.89,0,High Pressure System
757,12,1034.25,1043.54,1028.99,1039.69,1036.62,1024.01,0.64,63.60,17.66,0,High Pressure System
758,13,1032.60,1043.53,1028.45,1038.42,1035.75,1022.58,-0.23,61.32,2.14,0,High Pressure System
